1.000000000000000056e-01, 1.250000000000000069e-02, 1.816910000000000025e+00, 5.199999999999999544e-04
1.000000000000000056e-01, 1.600000000000000033e-02, 1.816380000000000106e+00, 5.900000000000000296e-04
1.000000000000000056e-01, 2.500000000000000139e-02, 1.815430000000000099e+00, 7.399999999999999894e-04
5.000000000000000278e-02, 2.500000000000000139e-02, 1.910819999999999963e+00, 2.400000000000000061e-04
1.000000000000000056e-01, 3.200000000000000067e-02, 1.814159999999999995e+00, 8.499999999999999526e-04
5.000000000000000278e-02, 3.200000000000000067e-02, 1.910360000000000058e+00, 2.799999999999999755e-04
1.000000000000000056e-01, 3.749999999999999861e-02, 1.813420000000000032e+00, 9.200000000000000278e-04
5.000000000000000278e-02, 3.749999999999999861e-02, 1.910060000000000091e+00, 2.999999999999999737e-04
3.332999999999999852e-02, 3.749999999999999861e-02, 1.940660000000000052e+00, 1.600000000000000131e-04
1.000000000000000056e-01, 5.000000000000000278e-02, 1.811739999999999906e+00, 1.090000000000000040e-03
5.000000000000000278e-02, 5.000000000000000278e-02, 1.909249999999999892e+00, 3.499999999999999964e-04
3.332999999999999852e-02, 5.000000000000000278e-02, 1.940069999999999961e+00, 1.900000000000000105e-04
2.500000000000000139e-02, 5.000000000000000278e-02, 1.955170000000000075e+00, 1.200000000000000030e-04
1.000000000000000056e-01, 6.250000000000000000e-02, 1.809600000000000097e+00, 1.229999999999999974e-03
5.000000000000000278e-02, 6.250000000000000000e-02, 1.908290000000000042e+00, 4.000000000000000192e-04
3.332999999999999852e-02, 6.250000000000000000e-02, 1.939380000000000104e+00, 2.100000000000000087e-04
2.500000000000000139e-02, 6.250000000000000000e-02, 1.954569999999999919e+00, 1.299999999999999886e-04
2.000000000000000042e-02, 6.250000000000000000e-02, 1.963570000000000038e+00, 9.000000000000000567e-05
1.000000000000000056e-01, 7.499999999999999722e-02, 1.807020000000000071e+00, 1.369999999999999907e-03
5.000000000000000278e-02, 7.499999999999999722e-02, 1.907100000000000017e+00, 4.400000000000000157e-04
3.332999999999999852e-02, 7.499999999999999722e-02, 1.938590000000000035e+00, 2.300000000000000070e-04
2.500000000000000139e-02, 7.499999999999999722e-02, 1.953859999999999930e+00, 1.499999999999999869e-04
2.000000000000000042e-02, 7.499999999999999722e-02, 1.962900000000000089e+00, 1.000000000000000048e-04
1.667000000000000079e-02, 7.499999999999999722e-02, 1.968900000000000095e+00, 8.000000000000000654e-05
1.000000000000000056e-01, 8.000000000000000167e-02, 1.805560000000000054e+00, 1.459999999999999926e-03
5.000000000000000278e-02, 8.000000000000000167e-02, 1.906660000000000021e+00, 4.600000000000000139e-04
3.332999999999999852e-02, 8.000000000000000167e-02, 1.938220000000000054e+00, 2.400000000000000061e-04
2.500000000000000139e-02, 8.000000000000000167e-02, 1.953570000000000029e+00, 1.499999999999999869e-04
2.000000000000000042e-02, 8.000000000000000167e-02, 1.962609999999999966e+00, 1.100000000000000039e-04
1.667000000000000079e-02, 8.000000000000000167e-02, 1.968609999999999971e+00, 8.000000000000000654e-05
1.000000000000000056e-01, 1.000000000000000056e-01, 1.802270000000000039e+00, 1.649999999999999991e-03
5.000000000000000278e-02, 1.000000000000000056e-01, 1.904809999999999892e+00, 5.199999999999999544e-04
3.332999999999999852e-02, 1.000000000000000056e-01, 1.936709999999999932e+00, 2.700000000000000035e-04
2.500000000000000139e-02, 1.000000000000000056e-01, 1.952190000000000092e+00, 1.700000000000000122e-04
2.000000000000000042e-02, 1.000000000000000056e-01, 1.961319999999999952e+00, 1.200000000000000030e-04
1.667000000000000079e-02, 1.000000000000000056e-01, 1.967349999999999932e+00, 9.000000000000000567e-05
1.429000000000000062e-02, 1.000000000000000056e-01, 1.971619999999999928e+00, 6.999999999999999387e-05
